profile_id,model,pp_size,microbatch,split_role,target_complete,target_prefill_mass_exact,target_decode_mass_exact,h0_complete,h0_prefill_mass_exact,h0_decode_mass_exact
phase31_burstgpt_1_007,qwen3-8b,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-8b,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-8b,2,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-8b,4,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-8b,4,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-8b,4,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-8b,8,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-8b,8,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-8b,8,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-30b-a3b,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-30b-a3b,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-30b-a3b,2,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-30b-a3b,4,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-30b-a3b,4,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-30b-a3b,4,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-30b-a3b,8,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-30b-a3b,8,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_007,qwen3-30b-a3b,8,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,deepseek-v2-lite,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,deepseek-v2-lite,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,deepseek-v2-lite,2,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,deepseek-v2-lite,4,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,deepseek-v2-lite,4,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,deepseek-v2-lite,4,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,deepseek-v2-lite,8,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,deepseek-v2-lite,8,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,deepseek-v2-lite,8,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-8b,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-8b,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-8b,2,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-8b,4,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-8b,4,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-8b,4,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-8b,8,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-8b,8,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-8b,8,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-30b-a3b,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-30b-a3b,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-30b-a3b,2,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-30b-a3b,4,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-30b-a3b,4,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-30b-a3b,4,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-30b-a3b,8,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-30b-a3b,8,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_010,qwen3-30b-a3b,8,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_016,deepseek-v2-lite,2,1,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,deepseek-v2-lite,2,4,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,deepseek-v2-lite,2,16,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,deepseek-v2-lite,4,1,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,deepseek-v2-lite,4,4,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,deepseek-v2-lite,4,16,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,deepseek-v2-lite,8,1,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,deepseek-v2-lite,8,4,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,deepseek-v2-lite,8,16,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-8b,2,1,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-8b,2,4,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-8b,2,16,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-8b,4,1,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-8b,4,4,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-8b,4,16,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-8b,8,1,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-8b,8,4,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-8b,8,16,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-30b-a3b,2,1,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-30b-a3b,2,4,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-30b-a3b,2,16,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-30b-a3b,4,1,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-30b-a3b,4,4,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-30b-a3b,4,16,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-30b-a3b,8,1,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-30b-a3b,8,4,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_016,qwen3-30b-a3b,8,16,fixed_prediction,,,,True,True,True
phase31_burstgpt_1_003,deepseek-v2-lite,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,deepseek-v2-lite,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,deepseek-v2-lite,2,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,deepseek-v2-lite,4,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,deepseek-v2-lite,4,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,deepseek-v2-lite,4,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,deepseek-v2-lite,8,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,deepseek-v2-lite,8,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,deepseek-v2-lite,8,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-8b,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-8b,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-8b,2,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-8b,4,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-8b,4,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-8b,4,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-8b,8,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-8b,8,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-8b,8,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-30b-a3b,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-30b-a3b,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-30b-a3b,2,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-30b-a3b,4,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-30b-a3b,4,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-30b-a3b,4,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-30b-a3b,8,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-30b-a3b,8,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_003,qwen3-30b-a3b,8,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,deepseek-v2-lite,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,deepseek-v2-lite,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,deepseek-v2-lite,2,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,deepseek-v2-lite,4,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,deepseek-v2-lite,4,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,deepseek-v2-lite,4,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,deepseek-v2-lite,8,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,deepseek-v2-lite,8,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,deepseek-v2-lite,8,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-8b,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-8b,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-8b,2,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-8b,4,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-8b,4,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-8b,4,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-8b,8,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-8b,8,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-8b,8,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-30b-a3b,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-30b-a3b,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-30b-a3b,2,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-30b-a3b,4,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-30b-a3b,4,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-30b-a3b,4,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-30b-a3b,8,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-30b-a3b,8,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_012,qwen3-30b-a3b,8,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_015,deepseek-v2-lite,2,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,deepseek-v2-lite,2,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,deepseek-v2-lite,2,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,deepseek-v2-lite,4,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,deepseek-v2-lite,4,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,deepseek-v2-lite,4,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,deepseek-v2-lite,8,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,deepseek-v2-lite,8,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,deepseek-v2-lite,8,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-8b,2,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-8b,2,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-8b,2,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-8b,4,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-8b,4,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-8b,4,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-8b,8,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-8b,8,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-8b,8,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-30b-a3b,2,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-30b-a3b,2,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-30b-a3b,2,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-30b-a3b,4,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-30b-a3b,4,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-30b-a3b,4,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-30b-a3b,8,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-30b-a3b,8,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_015,qwen3-30b-a3b,8,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,deepseek-v2-lite,2,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,deepseek-v2-lite,2,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,deepseek-v2-lite,2,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,deepseek-v2-lite,4,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,deepseek-v2-lite,4,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,deepseek-v2-lite,4,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,deepseek-v2-lite,8,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,deepseek-v2-lite,8,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,deepseek-v2-lite,8,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-8b,2,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-8b,2,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-8b,2,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-8b,4,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-8b,4,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-8b,4,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-8b,8,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-8b,8,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-8b,8,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-30b-a3b,2,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-30b-a3b,2,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-30b-a3b,2,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-30b-a3b,4,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-30b-a3b,4,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-30b-a3b,4,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-30b-a3b,8,1,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-30b-a3b,8,4,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_014,qwen3-30b-a3b,8,16,development_validation,True,True,True,True,True,True
phase31_burstgpt_1_002,deepseek-v2-lite,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,deepseek-v2-lite,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,deepseek-v2-lite,2,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,deepseek-v2-lite,4,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,deepseek-v2-lite,4,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,deepseek-v2-lite,4,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,deepseek-v2-lite,8,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,deepseek-v2-lite,8,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,deepseek-v2-lite,8,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-8b,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-8b,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-8b,2,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-8b,4,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-8b,4,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-8b,4,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-8b,8,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-8b,8,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-8b,8,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-30b-a3b,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-30b-a3b,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-30b-a3b,2,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-30b-a3b,4,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-30b-a3b,4,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-30b-a3b,4,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-30b-a3b,8,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-30b-a3b,8,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_002,qwen3-30b-a3b,8,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_001,deepseek-v2-lite,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_001,deepseek-v2-lite,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_001,deepseek-v2-lite,2,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_001,deepseek-v2-lite,4,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_001,deepseek-v2-lite,4,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_001,deepseek-v2-lite,4,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_001,deepseek-v2-lite,8,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_001,deepseek-v2-lite,8,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_001,deepseek-v2-lite,8,16,development_train,True,True,True,True,True,True
phase31_burstgpt_1_001,qwen3-8b,2,1,development_train,True,True,True,True,True,True
phase31_burstgpt_1_001,qwen3-8b,2,4,development_train,True,True,True,True,True,True
phase31_burstgpt_1_001,qwen3-8b,2,16,development_train,True,True,True,True,True,True
