window_id,source,segment,split,cutoff_ms,history_seconds,horizon_seconds,history_count,history_rps,history_interarrival_cv,history_peak_to_mean_1s,history_fano_1s,history_input_mean,history_input_p50,history_input_p90,history_input_p99,history_output_mean,history_output_p50,history_output_p90,history_output_p99,history_lm_correlation,history_input_log2_hist,history_output_log2_hist,future_count,future_rps,future_input_mean,future_input_p90,future_output_mean,future_output_p90,future_input_log2_hist,future_output_log2_hist
burstgpt_3-23448410000,burstgpt,burstgpt_3,temporal_test,23448410000,300,60,2960,9.866666666666667,11.031524030370191,2.8378378378378377,5.648873873873873,319.8064189189189,316.0,386.0999999999999,463.40999999999985,8.575,7.0,14.0,15.0,0.02216964609026273,"[0,0,0,1,1,5,3,191,2757,2,0,0,0,0,0,0,0,0]","[0,0,2559,372,9,13,3,2,1,1,0,0,0,0,0,0,0,0]",736,12.266666666666667,321.91847826086956,388.5,8.30570652173913,14.0,"[0,0,0,0,0,0,0,36,700,0,0,0,0,0,0,0,0,0]","[0,0,634,93,3,5,1,0,0,0,0,0,0,0,0,0,0,0]"
burstgpt_3-26612510000,burstgpt,burstgpt_3,temporal_test,26612510000,300,60,35,0.11666666666666667,1.2370654317185252,17.142857142857142,0.9976190476190475,24847.97142857143,28581.0,46731.4,50568.63999999999,67.85714285714286,16.0,263.80000000000024,463.87999999999977,-0.5212189800089451,"[0,0,0,0,0,1,2,0,2,1,0,3,2,1,8,15,0,0]","[0,0,0,1,26,1,2,1,4,0,0,0,0,0,0,0,0,0]",9,0.15,43862.22222222222,58769.8,124.11111111111111,373.20000000000005,"[0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0]","[0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0]"
burstgpt_3-26622110000,burstgpt,burstgpt_3,temporal_test,26622110000,300,60,32,0.10666666666666667,0.6486453674269045,9.375,0.8933333333333332,60550.5,69863.5,104796.3,112432.53,15.09375,15.0,16.0,16.0,0.03553711283828565,"[0,0,0,0,0,0,0,1,0,0,0,0,1,1,8,4,17,0]","[0,0,0,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0]",8,0.13333333333333333,59560.75,116839.1,15.75,16.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0]","[0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0]"
burstgpt_3-26764310000,burstgpt,burstgpt_3,temporal_test,26764310000,300,60,64,0.21333333333333335,1.0162883644549592,14.062499999999998,1.0366666666666666,639.984375,125.0,1711.0,4019.9699999999993,118.15625,31.0,378.50000000000006,546.7399999999994,0.6713335525347859,"[0,0,0,0,1,2,36,2,2,2,16,2,1,0,0,0,0,0]","[0,1,0,1,31,9,5,7,9,1,0,0,0,0,0,0,0,0]",13,0.21666666666666667,414.3076923076923,824.4000000000001,109.53846153846153,250.00000000000003,"[0,0,0,0,1,2,6,0,1,2,0,1,0,0,0,0,0,0]","[0,1,0,1,5,2,1,1,1,1,0,0,0,0,0,0,0,0]"
mooncake_conversation-360000,mooncake,mooncake_conversation,external_test,360000,300,60,920,3.066666666666667,2.8779904034024217,5.5434782608695645,7.089855072463768,13853.188043478262,8311.0,29780.400000000005,97736.90999999977,345.2597826086957,363.0,590.1,1016.3399999999992,0.0773610290652196,"[0,0,0,0,0,0,0,0,0,92,101,84,179,213,166,52,33,0]","[5,19,15,27,54,38,61,91,424,177,9,0,0,0,0,0,0,0]",144,2.4,15690.354166666666,37613.70000000011,326.97222222222223,585.5000000000001,"[0,0,0,0,0,0,0,0,0,19,17,10,33,26,23,7,9,0]","[0,5,2,2,10,3,14,24,57,25,2,0,0,0,0,0,0,0]"
mooncake_conversation-2100000,mooncake,mooncake_conversation,external_test,2100000,300,60,1039,3.4633333333333334,3.0797482082394003,5.774783445620789,8.05447224895733,11061.806544754572,6225.0,23426.200000000023,86879.37999999989,353.5457170356112,353.0,600.2,1337.9399999999905,0.08471444237053154,"[0,0,0,0,0,0,0,0,0,120,137,124,216,250,134,36,22,0]","[4,15,15,42,48,44,56,118,499,179,19,0,0,0,0,0,0,0]",208,3.466666666666667,12256.625,27919.4,340.0432692307692,565.0,"[0,0,0,0,0,0,0,0,0,15,43,25,38,40,30,11,6,0]","[1,4,5,7,10,9,8,25,104,31,4,0,0,0,0,0,0,0]"
mooncake_conversation-2160000,mooncake,mooncake_conversation,external_test,2160000,300,60,1012,3.3733333333333335,3.0351477294106006,5.0395256916996045,7.741291172595521,11470.153162055336,6165.0,24891.099999999995,92289.24999999994,347.1373517786561,348.0,592.9,1252.739999999999,0.06555906003665578,"[0,0,0,0,0,0,0,0,0,111,146,117,213,231,129,39,26,0]","[4,17,18,38,49,39,52,120,491,167,17,0,0,0,0,0,0,0]",247,4.116666666666666,10945.627530364372,22684.2,394.2591093117409,660.8,"[0,0,0,0,0,0,0,0,0,28,21,27,62,54,44,9,2,0]","[0,6,0,6,14,10,7,26,114,58,6,0,0,0,0,0,0,0]"
mooncake_toolagent-420000,mooncake,mooncake_toolagent,external_test,420000,300,60,1796,5.986666666666666,4.117037879022555,6.180400890868597,13.538945805493691,9369.391982182628,6345.0,18574.0,79264.7499999999,173.23775055679286,28.0,505.0,903.1499999999999,0.28323492184780313,"[0,0,0,0,0,0,0,0,0,89,86,334,882,192,139,43,31,0]","[10,433,6,35,462,118,64,100,403,156,9,0,0,0,0,0,0,0]",341,5.683333333333334,10283.794721407625,21573.0,208.8240469208211,552.0,"[0,0,0,0,0,0,0,0,0,13,20,56,164,43,29,8,8,0]","[1,75,0,5,72,28,14,20,83,40,3,0,0,0,0,0,0,0]"
mooncake_toolagent-540000,mooncake,mooncake_toolagent,external_test,540000,300,60,1689,5.63,4.02796357932871,4.7957371225577266,12.638206039076378,9656.520426287745,6332.0,19212.4,82973.28,183.66370633510954,30.0,519.2,946.1999999999989,0.2821583643986489,"[0,0,0,0,0,0,0,0,0,79,89,313,822,179,132,43,32,0]","[11,386,2,22,440,120,61,94,376,166,11,0,0,0,0,0,0,0]",370,6.166666666666667,8813.178378378378,18075.800000000003,187.5918918918919,554.2,"[0,0,0,0,0,0,0,0,0,13,14,77,185,36,34,8,3,0]","[1,91,1,3,100,24,9,19,80,37,5,0,0,0,0,0,0,0]"
mooncake_toolagent-2100000,mooncake,mooncake_toolagent,external_test,2100000,300,60,2056,6.8533333333333335,4.444949586804682,5.252918287937743,15.221569390402076,8127.520428015564,6215.5,14707.0,60816.65000000002,186.5179961089494,30.0,507.0,970.9500000000005,0.24928527119065186,"[0,0,0,0,0,0,0,0,0,103,128,414,992,246,123,31,19,0]","[10,476,6,30,531,128,56,122,499,179,19,0,0,0,0,0,0,0]",412,6.866666666666666,8669.871359223302,17059.900000000034,179.77184466019418,490.4000000000002,"[0,0,0,0,0,0,0,0,0,14,36,77,201,42,30,7,5,0]","[1,104,2,5,96,31,8,26,104,31,4,0,0,0,0,0,0,0]"
