topology,backend,op,algorithm,group_size,payload_scope,payload_bytes,repeats,pooled_samples,intrinsic_median_latency_us,intrinsic_p95_latency_us,intrinsic_p99_latency_us,intrinsic_latency_cv,repeat_median_cv,completion_median_latency_us,completion_p95_latency_us,rank_skew_median_us,rank_skew_p95_us,ring_equivalent_factor,ring_equivalent_bytes,algorithmic_bandwidth_GBps,ring_equivalent_bus_bandwidth_GBps
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,2,representative-rank-logical-input,4194304,5,500,15.072000000000116,15.392050000001564,15.520000000000437,0.013664255432846332,0.004120570542967353,17.76000000000022,21.76000000000022,2.7200000000002547,6.816599999998742,1.0,4194304.0,278.28450106156896,278.28450106156896
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PULL,2,representative-rank-logical-input,8388608,5,500,23.296000000000276,23.58399999999988,23.680320000000282,0.006721145535532969,0.0011848186059129043,25.248000000000047,29.249600000001326,1.9039999999993142,5.8918500000007,1.0,8388608.0,360.08791208790785,360.08791208790785
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PULL,2,representative-rank-logical-input,16777216,5,500,37.53600000000006,37.85599999999977,38.01501000000032,0.004868445114672986,0.000874899918318422,39.391999999999825,42.847999999999956,1.8724999999994907,5.153550000000034,1.0,16777216.0,446.9633418584819,446.9633418584819
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,representative-rank-logical-input,8192,5,500,4.224500000000262,6.367999999999483,6.463999999999942,0.18466762672516723,0.17024544262886274,21.66400000000067,38.8559999999983,16.63999999999851,34.201599999999395,1.5,12288.0,1.9391643981535074,2.9087465972302615
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,representative-rank-logical-input,16384,5,500,4.319999999999709,6.400000000000591,6.495999999999992,0.19892689029537905,0.1937920367564692,23.75999999999999,39.17119999999795,18.64049999999861,35.04320000000089,1.5,24576.0,3.792592592592848,5.688888888889273
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,representative-rank-logical-input,32768,5,500,4.351999999999862,6.399999999999636,6.465310000000136,0.19157202560702155,0.1898002463831042,22.735999999998967,37.217600000000026,17.77549999999883,33.08705000000001,1.5,49152.0,7.529411764706121,11.294117647059181
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,representative-rank-logical-input,49152,5,500,4.38499999999965,6.368050000000357,6.432320000000691,0.17750912626991244,0.15565188351006407,22.063999999999396,36.58084999999914,17.103500000000167,32.207399999997584,1.5,73728.0,11.209122006842401,16.813683010263603
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,representative-rank-logical-input,65536,5,500,4.416000000001077,6.369600000001991,6.496000000000095,0.17599613124565233,0.15019307041809996,23.120000000000346,39.10305000000094,18.1279999999997,34.604749999999726,1.5,98304.0,14.840579710141308,22.26086956521196
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,representative-rank-logical-input,131072,5,500,6.400000000000091,7.456000000000131,7.583320000000512,0.06213465907871747,0.013427897169612183,24.048000000000684,40.040649999999,17.599500000000035,33.856599999999524,1.5,196608.0,20.47999999999971,30.719999999999562
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,representative-rank-logical-input,262144,5,500,6.4650000000001455,7.9359999999997175,8.223319999999958,0.08004573738008802,0.008307211747332937,22.784500000000662,40.20154999999987,16.160499999999047,33.769599999999336,1.5,393216.0,40.54818252126746,60.82227378190118
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,representative-rank-logical-input,524288,5,500,8.0,9.313599999999859,9.600000000000364,0.08279514184965066,0.014870002027937469,22.175999999999476,36.54719999999988,14.27199999999948,28.447999999999457,1.5,786432.0,65.536,98.304
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,representative-rank-logical-input,1048576,5,500,11.231999999999971,12.0,12.224640000001964,0.03693478214613386,0.007033031259207921,25.695999999999913,41.824000000000524,14.385000000001128,30.659150000000103,1.5,1572864.0,93.35612535612559,140.0341880341884
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,representative-rank-logical-input,2097152,5,500,17.695999999999913,18.207000000000335,18.33631000000024,0.021883103502480614,0.003635332111076944,31.264000000000124,44.28705000000027,13.695499999998901,26.31935000000029,1.5,3145728.0,118.50994575045267,177.76491862567897
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,TWO_SHOT_PULL,4,representative-rank-logical-input,4194304,5,500,18.33600000000024,18.879999999999246,19.072330000000118,0.016537733716894404,0.003583509727327915,33.55199999999968,46.08159999999998,15.11999999999989,27.691200000000197,1.5,6291456.0,228.74694589877538,343.12041884816307
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,TWO_SHOT_PULL,4,representative-rank-logical-input,8388608,5,500,28.096000000000004,28.54560000000165,29.152320000001854,0.013676260971884156,0.001734367098497118,40.815500000000156,56.07905000000172,12.912000000000035,27.98335000000005,1.5,12582912.0,298.56947608200454,447.8542141230068
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,TWO_SHOT_PULL,4,representative-rank-logical-input,16777216,5,500,47.423000000000684,48.22399999999843,48.96447999999913,0.010951991976632778,0.0020195294163588007,59.40750000000048,75.98875000000059,12.11199999999917,28.775950000000005,1.5,25165824.0,353.7780401914632,530.6670602871948
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,8,representative-rank-logical-input,8192,5,500,4.92699999999968,6.721550000001114,6.880320000001011,0.13936977385686755,0.09185717891237435,30.048000000000684,65.12705000000241,24.991500000000997,60.35745000000242,1.75,14336.0,1.6626750558150054,2.9096813476762593
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,8,representative-rank-logical-input,16384,5,500,4.927999999999884,6.1120000000009895,6.751999999998606,0.09990337246762326,0.03973965252321085,29.280000000001564,61.29185000000215,24.208500000001095,56.271050000001,1.75,28672.0,3.3246753246754035,5.818181818181956
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,8,representative-rank-logical-input,32768,5,500,4.991999999999848,6.335999999999331,6.75201000000041,0.09884213732064488,0.0329810186145955,30.463999999999942,56.48159999999962,25.31250000000091,51.4048499999998,1.75,57344.0,6.564102564102764,11.487179487179835
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,8,representative-rank-logical-input,49152,5,500,5.055999999999585,6.943999999999528,7.136310000000431,0.14836834317621259,0.13395593952844984,30.831499999999323,55.11680000000006,25.21600000000217,50.217600000001184,1.75,86016.0,9.72151898734257,17.012658227849496
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,8,representative-rank-logical-input,65536,5,500,5.18500000000131,7.10399999999936,7.3910100000032255,0.14679766522494794,0.1237924783283013,30.01599999999962,61.406400000000005,24.576500000001033,56.37279999999553,1.75,114688.0,12.639537126322747,22.11918997106481
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,8,representative-rank-logical-input,131072,5,500,7.391999999999825,8.609600000000135,8.896640000000174,0.0823018168848869,0.019226739421162847,31.023999999999887,61.22719999999923,23.808000000000447,53.78400000000078,1.75,229376.0,17.73160173160215,31.030303030303763
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,8,representative-rank-logical-input,262144,5,500,8.736000000000786,9.601600000002053,10.048950000000676,0.07769885423783401,0.009692480940843804,32.319000000001324,46.59680000000051,23.71150000000216,37.83039999999981,1.75,458752.0,30.00732600732331,52.51282051281579
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,8,representative-rank-logical-input,524288,5,500,12.224500000000262,12.799999999999295,13.08831999999973,0.04786592880189274,0.008970550286168734,35.48800000000074,47.94145000000116,23.167500000001382,35.97120000000077,1.75,917504.0,42.8882980899005,75.05452165732588
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,TWO_SHOT_PULL,8,representative-rank-logical-input,1048576,5,500,13.791999999999462,14.431999999998926,15.23360999999997,0.03389201910877858,0.010790267865812846,36.20800000000054,48.59354999999913,22.09649999999965,34.85274999999994,1.75,1835008.0,76.02784222738114,133.04872389791703
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,TWO_SHOT_PULL,8,representative-rank-logical-input,2097152,5,500,16.095499999999447,17.441600000002197,18.208640000000543,0.03856086197440277,0.0061931832089630766,37.76000000000022,53.299200000002365,21.69549999999981,37.47355000000204,1.75,3670016.0,130.29430586189133,228.01503525830984
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,TWO_SHOT_PULL,8,representative-rank-logical-input,4194304,5,500,21.342999999999847,22.785600000003157,23.360000000000582,0.03428987293515886,0.01093243863016567,42.70349999999962,55.856000000000115,21.24750000000131,34.78879999999965,1.75,7340032.0,196.51895234971795,343.9081666120064
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,TWO_SHOT_PULL,8,representative-rank-logical-input,8388608,5,500,32.03200000000061,33.31355000000167,33.73280000000096,0.018674959473783417,0.003418926928473981,55.615499999999884,69.64475000000132,23.1850000000004,38.10555000000166,1.75,14680064.0,261.8821178821129,458.2937062936976
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,TWO_SHOT_PULL,8,representative-rank-logical-input,16777216,5,500,55.711999999999534,57.15424999999986,57.66400000000067,0.014238546417211015,0.0026403041076342704,78.03149999999914,91.75835000000055,22.2554999999993,36.40484999999824,1.75,29360128.0,301.1418724870789,526.998276852388
