window_id,source,segment,source_split,cutoff_ms,history_seconds,history_count,selection_cluster,selection_cluster_members,selection_distance_to_medoid_mean,role_order_sha256,role,profile_id
burstgpt_1-4851305000,burstgpt,burstgpt_1,train,4851305000,300,39,9,36,207.05883907557805,b5a72716e96266eb590df119f14e614cd27a562d3b602e6c19c7b7b9e0c96a33,independent_confirmation,phase30_burstgpt_1_14
burstgpt_1-2046905000,burstgpt,burstgpt_1,train,2046905000,300,106,6,82,181.59954630278617,c31ec27a40e353c5cf9df3fb202433da7ca7d51042a6e8d9b334b4026e28a860,independent_confirmation,phase30_burstgpt_1_15
burstgpt_1-3867605000,burstgpt,burstgpt_1,train,3867605000,300,174,15,402,77.43758065499796,cd7f32759d7425a3c5db2f590d1f2205b7865164ae91422e5799b9e24c5804e4,second_independent_confirmation,phase30_burstgpt_1_16
burstgpt_1-4980305000,burstgpt,burstgpt_1,train,4980305000,300,216,10,103,110.31358560477312,d35b652862eeed32f5c66882352ffb40bcd94f8122b97d293394ecf69efe07bb,second_independent_confirmation,phase30_burstgpt_1_17
burstgpt_1-1695905000,burstgpt,burstgpt_1,train,1695905000,300,157,16,606,39.61918912399586,fbe25cf523f95b3f071cc493017b8dd5cd362c709d4fefdd67619df63575a3ff,second_independent_confirmation,phase30_burstgpt_1_18
burstgpt_2-6371114000,burstgpt,burstgpt_2,validation,6371114000,300,921,5,20,384.9015973994528,000ee7ca976215c8033c6471734e635b71e58b738ab65df81d89d71af8ed51e2,development_train,phase30_burstgpt_2_01
burstgpt_2-7682414000,burstgpt,burstgpt_2,validation,7682414000,300,951,0,6083,117.68623422480523,0994d0a41203cfb90eb75464ecc522c411be5baee04a6fd3d02d00d3900af6a9,development_train,phase30_burstgpt_2_02
burstgpt_2-10288814000,burstgpt,burstgpt_2,test,10288814000,300,158,6,23,743.8830587798071,0c8794313140f2860f59cbe7a5f0da44c67453c36fc2b3486445bb81bb02b50e,development_train,phase30_burstgpt_2_03
burstgpt_2-10323314000,burstgpt,burstgpt_2,test,10323314000,300,43,4,10,1890.4559140923145,1507a7e5cf3e2ec04d82fbc5d2d7bdb7e9b379789a21d1a41d9d78b954451c27,development_train,phase30_burstgpt_2_04
burstgpt_2-10360814000,burstgpt,burstgpt_2,test,10360814000,300,107,10,11,1433.393957125923,23eb91d057ee7c215439241969d963bb3331f3d80748a7e00b6b5155e323eb1a,development_train,phase30_burstgpt_2_05
burstgpt_2-7843814000,burstgpt,burstgpt_2,validation,7843814000,300,74,3,28,561.9347091135918,252cd9c9b5aaa95be2899044708dd4dab7bf6f5d16db180ea132e0b4ca47e032,development_train,phase30_burstgpt_2_06
burstgpt_2-5527214000,burstgpt,burstgpt_2,validation,5527214000,300,49,12,4,234.71652977972218,284b849ea9ca078839304dc936dc42d5afa01974e902fd6ac55ee6c571a0bb7e,development_train,phase30_burstgpt_2_07
burstgpt_2-6740114000,burstgpt,burstgpt_2,validation,6740114000,300,374,16,38,373.1849336796815,31879d3a70f4dfa45a576d6675509596e9bb532bfaa553a12a16d8eef636eb0f,development_train,phase30_burstgpt_2_08
burstgpt_2-6371714000,burstgpt,burstgpt_2,validation,6371714000,300,981,1,18,444.7056193460418,779c6a1e7d82fb434d5a6cb7a1c3be90d8554e6ebe6f2a3b2bb564379247fc0e,development_train,phase30_burstgpt_2_09
burstgpt_2-5434814000,burstgpt,burstgpt_2,validation,5434814000,300,420,9,12,679.5352318298486,80602e7ad2d9c4c70ac38beae98205caad780610e4dad14028daddb698923aab,development_validation,phase30_burstgpt_2_10
burstgpt_2-10335614000,burstgpt,burstgpt_2,test,10335614000,300,33,11,15,1859.5344560456501,929fe253308180970117f46bc7614e7d780ab9067150fa28c6944d5c10f676ec,development_validation,phase30_burstgpt_2_11
burstgpt_2-10351814000,burstgpt,burstgpt_2,test,10351814000,300,87,2,2,1361.506856260464,a8c0a301ce0a236539e96b8f9fe4e0f7cccbe4415c74242f5cb2249e8356d328,development_validation,phase30_burstgpt_2_12
burstgpt_2-5482514000,burstgpt,burstgpt_2,validation,5482514000,300,603,15,10,967.0828612240787,aa2012da77a64faaf0a8bfc107f921d1d22966997f732e0171bb3472efe3ad4c,independent_confirmation,phase30_burstgpt_2_13
burstgpt_2-7244714000,burstgpt,burstgpt_2,validation,7244714000,300,32,7,8,1009.6746288608196,b4f78b01e70589d954e9b07a5366cfd7b368f58afa12ad7a40b6ad41d1726c02,independent_confirmation,phase30_burstgpt_2_14
burstgpt_2-6800714000,burstgpt,burstgpt_2,validation,6800714000,300,43,8,93,888.8860660698873,bc401dd63e0ff74ddcce014a1fda2929c0eea119bff05c189a3fecdaf73f633f,independent_confirmation,phase30_burstgpt_2_15
burstgpt_2-5527814000,burstgpt,burstgpt_2,validation,5527814000,300,174,14,54,793.7303662326145,bc8ba9ba8d21b0410650eda5b4d70b233e0c7a9c849a677004bebf61e981d9ea,second_independent_confirmation,phase30_burstgpt_2_16
burstgpt_2-9819914000,burstgpt,burstgpt_2,test,9819914000,300,32,13,2,2957.723100714973,c3751121571cfe4d2463232207b994cad27542b18fb767c9e3f152668e1981e8,second_independent_confirmation,phase30_burstgpt_2_17
burstgpt_2-7296014000,burstgpt,burstgpt_2,validation,7296014000,300,83,17,20,940.9003127535074,da5db574b3105cc21bc89379c1497f66d006513548a8e580d69422f841691e74,second_independent_confirmation,phase30_burstgpt_2_18
burstgpt_3-24694310000,burstgpt,burstgpt_3,temporal_test,24694310000,300,551,17,1785,47.9392072940197,103c2dc99a94da1ebc0550afb18286cd94b63b45e51ca78f2767dba0c75db0ac,development_train,phase30_burstgpt_3_01
burstgpt_3-20762810000,burstgpt,burstgpt_3,temporal_test,20762810000,300,136,5,8,214.0430376208093,11430194a71c175b78f7d7767a100fd503e83df5222f63f2ebcfa12aed51575c,development_train,phase30_burstgpt_3_02
burstgpt_3-20401910000,burstgpt,burstgpt_3,temporal_test,20401910000,300,541,2,112,72.3871696434256,1dc00564d98bfa80939b92970a3887d0993b094fabba62f9cbcc69bec0a88ba0,development_train,phase30_burstgpt_3_03
burstgpt_3-20348510000,burstgpt,burstgpt_3,temporal_test,20348510000,300,1227,7,35,97.78823689116516,1e3128e421789f35ed6a7c987a88f06882787cc403b8f2e098658ff661efaaaa,development_train,phase30_burstgpt_3_04
burstgpt_3-23316410000,burstgpt,burstgpt_3,temporal_test,23316410000,300,99,15,198,110.34058490930634,23c57749fc48be1322c2fa931b37556dc9a369a438230421e7cedb36bbf024ad,development_train,phase30_burstgpt_3_05
burstgpt_3-27184910000,burstgpt,burstgpt_3,temporal_test,27184910000,300,314,0,8165,50.06663951053157,30e9e2877b5915f263663f235626c27a6ff5512efc8ce573d164c0d38b50e02f,development_train,phase30_burstgpt_3_06
burstgpt_3-20767010000,burstgpt,burstgpt_3,temporal_test,20767010000,300,223,13,4,230.93437264803134,43a86add4424d2810d59a3776f78f248bbe1ae922d583f08b3da3e9f312e3200,development_train,phase30_burstgpt_3_07
burstgpt_3-28070510000,burstgpt,burstgpt_3,temporal_test,28070510000,300,38,8,567,95.97845745028604,7a4c154264739f5f852007da69cadea139718fc16dff3df427f2eb7e3b6e6b50,development_train,phase30_burstgpt_3_08
burstgpt_3-25730810000,burstgpt,burstgpt_3,temporal_test,25730810000,300,76,3,17,89.04882708359055,82c319a6e34fea86b26c159d42c89888c7a2f3ac4d0271a22c469f931dd647a9,development_train,phase30_burstgpt_3_09
burstgpt_3-26601710000,burstgpt,burstgpt_3,temporal_test,26601710000,300,47,6,46,163.21984696168585,ab9b0972a4febcdf7bdb23d4aac5c5c6fc0e3545ea77b931977c8ba25901c633,development_validation,phase30_burstgpt_3_10
burstgpt_3-28419110000,burstgpt,burstgpt_3,temporal_test,28419110000,300,55,12,1291,96.32388540614674,b142d925903f683ffee0c96131ea160d921483e3816fc883f63069ee6d635f80,development_validation,phase30_burstgpt_3_11
burstgpt_3-20148710000,burstgpt,burstgpt_3,temporal_test,20148710000,300,51,9,11,106.25495360627406,b65c9407c45891bfd24bc74272c8990b60a9eb149d2eee4598426348bcc6b130,development_validation,phase30_burstgpt_3_12
burstgpt_3-27620510000,burstgpt,burstgpt_3,temporal_test,27620510000,300,40,4,51,165.93571572971885,b6b81516dfd77131e7414d65308879e3adba139abb9143137bfe809bf00ab94b,independent_confirmation,phase30_burstgpt_3_13
burstgpt_3-20149010000,burstgpt,burstgpt_3,temporal_test,20149010000,300,55,1,9,152.79251731563784,c2cb98e1c24e8279d8f737b6cb6379374354b1ca9ee1c5450acae49c6d9fa72d,independent_confirmation,phase30_burstgpt_3_14
burstgpt_3-20385710000,burstgpt,burstgpt_3,temporal_test,20385710000,300,937,10,72,117.48525366911434,c92fdd7ead6487d29dcd4b3885df6465c95050ad8734fe58eb446ba0bba9a886,independent_confirmation,phase30_burstgpt_3_15
burstgpt_3-27342410000,burstgpt,burstgpt_3,temporal_test,27342410000,300,62,16,141,107.22052837364083,e7a7b006d2787c2a0faab58d6896cf042ad7bd8605a6f45e2089493baa141354,second_independent_confirmation,phase30_burstgpt_3_16
burstgpt_3-24084110000,burstgpt,burstgpt_3,temporal_test,24084110000,300,91,14,33,106.75197372150721,f8ece55ad64d99f88c795f578994ace085ea7a542724940bb4850d5cdec05934,second_independent_confirmation,phase30_burstgpt_3_17
burstgpt_3-27876110000,burstgpt,burstgpt_3,temporal_test,27876110000,300,46,11,463,89.16375515839074,f9a3c75c6baf595f92a0d92068f3d3d0c73a1066e0ad160cac24a2725dd49a96,second_independent_confirmation,phase30_burstgpt_3_18
mooncake_conversation-1500000,mooncake,mooncake_conversation,external_test,1500000,300,1007,14,3,3.1848385724222474,01ecd364d9eeb2dff7e9a7c2d832d63dfd7ec617918f874e7524aa7d628e39d4,development_train,phase30_mooncake_conversation_01
mooncake_conversation-3120000,mooncake,mooncake_conversation,external_test,3120000,300,1158,6,2,1.5778516631397927,1a9415feb517504a72a5d730136b128be0bc59a38fbb1269a998591122589f85,development_train,phase30_mooncake_conversation_02
mooncake_conversation-2460000,mooncake,mooncake_conversation,external_test,2460000,300,1092,10,1,0.0,1b29cfd78d4acfdb1d9e6e0ca632c71f61b1359260cb250aef0e10a252696cc5,development_train,phase30_mooncake_conversation_03
mooncake_conversation-2280000,mooncake,mooncake_conversation,external_test,2280000,300,1044,3,3,2.3103023358168095,1cdc67031cdb68863a425c6e3b3c8713c06502e30216ce4d9f5fc9897264f42c,development_train,phase30_mooncake_conversation_04
mooncake_conversation-1980000,mooncake,mooncake_conversation,external_test,1980000,300,1051,16,3,3.893304097333599,26c3641817ddc3d42469f32057a5656bb2e11a0d40ce83a11ff3bd23ce50476f,development_train,phase30_mooncake_conversation_05
mooncake_conversation-1380000,mooncake,mooncake_conversation,external_test,1380000,300,1037,0,2,3.2447372323173385,28085962428f4827843219acf90d4d826211efeca92c4c38e58d98cd8b673f59,development_train,phase30_mooncake_conversation_06
mooncake_conversation-3300000,mooncake,mooncake_conversation,external_test,3300000,300,1104,2,3,4.268579656771091,2cc13e1f4aa6ef195db56b4e02a7daee79d47c198a403072529e105d9a701f15,development_train,phase30_mooncake_conversation_07
mooncake_conversation-300000,mooncake,mooncake_conversation,external_test,300000,300,918,11,1,0.0,321a4a443382a99beb2b36f8d0cd66aca96e97658dff3d215de03baf62e7f266,development_train,phase30_mooncake_conversation_08
mooncake_conversation-720000,mooncake,mooncake_conversation,external_test,720000,300,928,8,2,1.703231343181463,3a08a97192bd9ab8222dae0dec21b69c2d25fe89dc3aef539c00a6273a26a98a,development_train,phase30_mooncake_conversation_09
mooncake_conversation-2580000,mooncake,mooncake_conversation,external_test,2580000,300,1109,13,3,2.8586566297966898,437f78a8743c858777072b0589cb4a99bb2db69a5843a1e22ecbf4e648736a18,development_validation,phase30_mooncake_conversation_10
mooncake_conversation-420000,mooncake,mooncake_conversation,external_test,420000,300,887,5,2,4.407550393097046,50634e3f9f8b38468018cf34271a6a9882f6666a9c8d0ea09c98ccddc187d483,development_validation,phase30_mooncake_conversation_11
mooncake_conversation-2160000,mooncake,mooncake_conversation,external_test,2160000,300,1012,9,1,0.0,a52e659c3887d514bcf16b0d392693984c44e8c63fa80719ff3006ca3ee94eb6,development_validation,phase30_mooncake_conversation_12
mooncake_conversation-1140000,mooncake,mooncake_conversation,external_test,1140000,300,894,17,1,0.0,c540399ff26241c38580174dd4d0a731552aa414061699ac52798daae1956584,independent_confirmation,phase30_mooncake_conversation_13
mooncake_conversation-1080000,mooncake,mooncake_conversation,external_test,1080000,300,908,1,1,0.0,c9f277a6e465645171f953ba2b2233ab060212805fdb16791babe6c7052e584f,independent_confirmation,phase30_mooncake_conversation_14
mooncake_conversation-1680000,mooncake,mooncake_conversation,external_test,1680000,300,1009,7,2,3.6579258414829434,d3794ad20b8dcf2b6a016f0a4be84ab81ad368a8cf832dfd4295efc4d7e7e5b0,independent_confirmation,phase30_mooncake_conversation_15
mooncake_conversation-2940000,mooncake,mooncake_conversation,external_test,2940000,300,1086,15,1,0.0,eb5427a3bcfb21679a20c06cb4c8a1b137fd01e4cde838fde22ac3313ab65bee,second_independent_confirmation,phase30_mooncake_conversation_16
mooncake_conversation-960000,mooncake,mooncake_conversation,external_test,960000,300,922,12,2,4.343308991045125,f10b9e8819131383582d445121b61fae790657ac5303515418a6a893bc410ffd,second_independent_confirmation,phase30_mooncake_conversation_17
mooncake_conversation-2820000,mooncake,mooncake_conversation,external_test,2820000,300,1059,4,2,3.5073256429866904,f214327aef21e0d8eb056ad33b78bed9e630fcdd60c12f4b59e275e19e0e2f4b,second_independent_confirmation,phase30_mooncake_conversation_18
mooncake_toolagent-1920000,mooncake,mooncake_toolagent,external_test,1920000,300,2085,16,2,2.2513066301415234,060471ef75fdad5a07cbe50c417a1c2b0c9a2f38f8f0aa3a21104e2bed15c27b,development_train,phase30_mooncake_toolagent_01
mooncake_toolagent-3300000,mooncake,mooncake_toolagent,external_test,3300000,300,2130,10,2,3.830435184704312,06a6a43256c7450a60b2a2d4e2d6be236622c9c854f88675a2d58afe232caaf4,development_train,phase30_mooncake_toolagent_02
mooncake_toolagent-720000,mooncake,mooncake_toolagent,external_test,720000,300,1885,7,3,4.400004352215049,0e12bac1eb3f968d28552f01acb1c0ccad17a6d4ca57a5fc24d026573c605d30,development_train,phase30_mooncake_toolagent_03
mooncake_toolagent-900000,mooncake,mooncake_toolagent,external_test,900000,300,1970,13,1,0.0,0f9cac71bdbee70fa8cd7bf5abfe22d40dd54097fd20f91b1a58145d80ed8742,development_train,phase30_mooncake_toolagent_04
mooncake_toolagent-3180000,mooncake,mooncake_toolagent,external_test,3180000,300,2174,11,3,3.9151384410560817,1c16fac9f3268f3214db8ba96edc8f2a6eb4880141dee239e259b9693a027f0a,development_train,phase30_mooncake_toolagent_05
mooncake_toolagent-2700000,mooncake,mooncake_toolagent,external_test,2700000,300,2102,8,2,4.502167508407081,22d9ef62e12338de0265f3455874374f78f4d7f5f093fe31ef72e578b81b1003,development_train,phase30_mooncake_toolagent_06
mooncake_toolagent-420000,mooncake,mooncake_toolagent,external_test,420000,300,1796,5,1,0.0,29f86d228d7bf0f53d30245633b179903992e62beecc9e9945e2dec3afcfdf67,development_train,phase30_mooncake_toolagent_07
mooncake_toolagent-3000000,mooncake,mooncake_toolagent,external_test,3000000,300,2094,3,1,0.0,458c0aa18a7e62bd246ebf63a2a7216454ac490591f6aa85a892e00912cbc916,development_train,phase30_mooncake_toolagent_08
mooncake_toolagent-1140000,mooncake,mooncake_toolagent,external_test,1140000,300,1769,9,2,3.6293246116976743,5223b5b142225cd62c6b58850f14fdf9c9ed4b7ec64ebf3b6d45e287d3a6a5e4,development_train,phase30_mooncake_toolagent_09
mooncake_toolagent-300000,mooncake,mooncake_toolagent,external_test,300000,300,1788,2,1,0.0,596a79d4b0b562062655f067c870a22a42f659cb9a8a4dc208b90cc81ff98105,development_validation,phase30_mooncake_toolagent_10
mooncake_toolagent-2520000,mooncake,mooncake_toolagent,external_test,2520000,300,2108,15,2,1.634812937612604,7e0c2561e21587a5ce8a4a4767385b4195323bd4f56e566ed6e419daf4d11d67,development_validation,phase30_mooncake_toolagent_11
mooncake_toolagent-540000,mooncake,mooncake_toolagent,external_test,540000,300,1689,1,1,0.0,8bb23281035e8c73b46b7d52875e29da411734edd282cceb35ce4d8258e1c3ee,development_validation,phase30_mooncake_toolagent_12
mooncake_toolagent-2040000,mooncake,mooncake_toolagent,external_test,2040000,300,2021,12,3,3.322823977988983,92ed321e68ae9ef29113aeeac6e5473807ee7100b9ceb507424448faea427589,independent_confirmation,phase30_mooncake_toolagent_13
mooncake_toolagent-2340000,mooncake,mooncake_toolagent,external_test,2340000,300,2122,4,2,2.951618777095156,cfb91f655b2f5ed12b5326eae97a9e16ccd39baafd4e427607a0b6f97eb20ccb,independent_confirmation,phase30_mooncake_toolagent_14
mooncake_toolagent-2880000,mooncake,mooncake_toolagent,external_test,2880000,300,2071,14,1,0.0,e523972e791a57e664f0c2170d6f15775ed6d9c45f082dc0e876c043a3ab9568,independent_confirmation,phase30_mooncake_toolagent_15
mooncake_toolagent-1680000,mooncake,mooncake_toolagent,external_test,1680000,300,1991,6,3,5.119795109480568,fa24c30b838f3c033d7193b474dee8a8d54c66615c9359fc234c6c9af5892a53,second_independent_confirmation,phase30_mooncake_toolagent_16
mooncake_toolagent-1380000,mooncake,mooncake_toolagent,external_test,1380000,300,2069,0,3,5.583829177371747,fc767d28e8ba8aed9075f9ee64190d549dd5c448d04bbed1f0054fbf36e90e44,second_independent_confirmation,phase30_mooncake_toolagent_17
mooncake_toolagent-2460000,mooncake,mooncake_toolagent,external_test,2460000,300,2136,17,2,2.2692610553759995,fcd96f22752d2a1aa95d383cfe3c8c8de6bc69a0ae4a3e72fa8b10a3ae9f3a6c,second_independent_confirmation,phase30_mooncake_toolagent_18
