comparison,model,batch_size,input_len,logical_payload_bytes,left_workload_id,right_workload_id,left_split,right_split,both_test,left_case,right_case,left_calls,right_calls,left_payload_supports,right_payload_supports,left_op_payload_histogram_json,right_op_payload_histogram_json,left_post_us,right_post_us,measured_time_ratio_max_over_min,measured_absolute_difference_us,total_bytes_only_left_us,total_bytes_only_right_us,total_bytes_only_time_ratio_max_over_min,three_hard_bins_left_us,three_hard_bins_right_us,three_hard_bins_time_ratio_max_over_min,continuous_histogram_left_us,continuous_histogram_right_us,continuous_histogram_time_ratio_max_over_min,continuous_histogram_dnn_residual_left_us,continuous_histogram_dnn_residual_right_us,continuous_histogram_dnn_residual_time_ratio_max_over_min
chunked_prefill,deepseek-v2-lite,4,4096,3690987520,deepseek-v2-lite-chunk-c2048-b4-l4096-m8-0d8dda,deepseek-v2-lite-chunk-c4096-b4-l4096-m8-0d8dda,train,train,False,c2048,c4096,110,55,1,1,"{""all_reduce:33554432"":110}","{""all_reduce:67108864"":55}",9327.78515625,8366.49267578125,1.1148979049789207,961.29248046875,9306.562598442264,9306.562598442264,1.0,8812.204865429656,8410.730489579084,1.0477335917906299,9238.378888134966,8207.94398346863,1.125541171667558,9340.83852783181,8358.22029952717,1.1175630927507652
chunked_prefill,deepseek-v2-lite,4,4097,3691888640,deepseek-v2-lite-chunk-c2048-b4-l4097-m8-0d8dda,deepseek-v2-lite-chunk-c4096-b4-l4097-m8-0d8dda,train,test,False,c2048,c4096,165,110,2,2,"{""all_reduce:16384"":55,""all_reduce:33554432"":110}","{""all_reduce:16384"":55,""all_reduce:67108864"":55}",9694.615234375,8703.27783203125,1.113903913155026,991.33740234375,9308.545587416142,9308.545587416142,1.0,9166.464103574777,8748.850065892077,1.0477335917906279,9636.00141313714,8605.566508470805,1.1197405079203138,9687.24446581595,8694.127955652822,1.1142284212089855
chunked_prefill,qwen3-30b-a3b,1,2047,813297664,qwen3-30b-a3b-chunk-c1024-b1-l2047-m8-9fe316,qwen3-30b-a3b-chunk-c2048-b1-l2047-m8-9fe316,train,train,False,c1024,c2048,194,97,2,1,"{""all_reduce:4190208"":2,""all_reduce:4194304"":2,""fused_allreduce_residual_rmsnorm:4190208"":95,""fused_allreduce_residual_rmsnorm:4194304"":95}","{""all_reduce:8384512"":2,""fused_allreduce_residual_rmsnorm:8384512"":95}",2933.361328125,2316.0634765625,1.2665289003558284,617.2978515625,2485.8536314539115,2485.8536314539115,1.0,3035.103544196503,2146.749672787186,1.4138134420935733,3311.8874824878044,2353.9563177981986,1.4069451745755497,2932.441649004687,2315.8973135034385,1.266222656724168
chunked_prefill,qwen3-30b-a3b,1,2048,813694976,qwen3-30b-a3b-chunk-c1024-b1-l2048-m8-9fe316,qwen3-30b-a3b-chunk-c2048-b1-l2048-m8-9fe316,validation,validation,False,c1024,c2048,194,97,1,1,"{""all_reduce:4194304"":4,""fused_allreduce_residual_rmsnorm:4194304"":190}","{""all_reduce:8388608"":2,""fused_allreduce_residual_rmsnorm:8388608"":95}",2949.99267578125,2320.8193359375,1.271099662994489,629.17333984375,2486.913475354499,2486.913475354499,1.0,3036.525438003186,2147.7229079942776,1.4138348232449345,3312.3417614692366,2354.448333152433,1.406844106463893,2952.569901922842,2316.350205467931,1.2746647268418492
chunked_prefill,qwen3-30b-a3b,1,2049,814092288,qwen3-30b-a3b-chunk-c1024-b1-l2049-m8-9fe316,qwen3-30b-a3b-chunk-c2048-b1-l2049-m8-9fe316,train,train,False,c1024,c2048,291,194,2,2,"{""all_reduce:4096"":2,""all_reduce:4194304"":4,""fused_allreduce_residual_rmsnorm:4096"":95,""fused_allreduce_residual_rmsnorm:4194304"":190}","{""all_reduce:4096"":2,""all_reduce:8388608"":2,""fused_allreduce_residual_rmsnorm:4096"":95,""fused_allreduce_residual_rmsnorm:8388608"":95}",3680.0634765625,3234.51513671875,1.1377481078340959,445.54833984375,2487.973253413155,2487.973253413155,1.0,3747.6575221733715,2650.703929877766,1.4138348232449296,4053.841916771072,3095.948488454269,1.3094022500339002,3676.1565046330225,3231.633950107929,1.1375534981337374
chunked_prefill,qwen3-30b-a3b,1,4095,1626992640,qwen3-30b-a3b-chunk-c2048-b1-l4095-m8-9fe316,qwen3-30b-a3b-chunk-c4096-b1-l4095-m8-9fe316,train,test,False,c2048,c4096,194,97,2,1,"{""all_reduce:8384512"":2,""all_reduce:8388608"":2,""fused_allreduce_residual_rmsnorm:8384512"":95,""fused_allreduce_residual_rmsnorm:8388608"":95}","{""all_reduce:16773120"":97}",4625.01123046875,3658.544921875,1.2641668557395864,966.46630859375,4552.991003658061,4552.991003658061,1.0,4281.634090651905,4085.494407770084,1.0480087997449683,4708.404650950631,3672.9522299558316,1.2819128472594512,4623.828814311171,3656.9452075961754,1.2643965254679215
chunked_prefill,qwen3-30b-a3b,1,4096,1627389952,qwen3-30b-a3b-chunk-c2048-b1-l4096-m8-9fe316,qwen3-30b-a3b-chunk-c4096-b1-l4096-m8-9fe316,train,validation,False,c2048,c4096,194,97,1,1,"{""all_reduce:8388608"":4,""fused_allreduce_residual_rmsnorm:8388608"":190}","{""all_reduce:16777216"":97}",4628.373046875,3651.78369140625,1.2674280401018712,976.58935546875,4553.96136576489,4553.96136576489,1.0,4282.604407806941,4086.4202751437847,1.0480087997449683,4708.896666304866,3673.416854386092,1.2818846466287652,4626.392263685667,3657.435765569263,1.2649278238152708
chunked_prefill,qwen3-30b-a3b,1,4097,1627787264,qwen3-30b-a3b-chunk-c2048-b1-l4097-m8-9fe316,qwen3-30b-a3b-chunk-c4096-b1-l4097-m8-9fe316,validation,train,False,c2048,c4096,291,194,2,2,"{""all_reduce:4096"":2,""all_reduce:8388608"":4,""fused_allreduce_residual_rmsnorm:4096"":95,""fused_allreduce_residual_rmsnorm:8388608"":190}","{""all_reduce:4096"":2,""all_reduce:16777216"":97,""fused_allreduce_residual_rmsnorm:4096"":95}",5544.94580078125,4265.751953125,1.2998753471165005,1279.19384765625,4554.931697729789,4554.931697729789,1.0,5285.559087548712,5043.430063597698,1.0480087997449683,5450.396821606702,4414.917009687928,1.2345411724946487,5643.246480495646,4263.6291329812275,1.3235781782337523
chunked_prefill,qwen3-30b-a3b,4,2047,3253190656,qwen3-30b-a3b-chunk-c1024-b4-l2047-m8-0d8dda,qwen3-30b-a3b-chunk-c2048-b4-l2047-m8-0d8dda,train,train,False,c1024,c2048,194,97,2,1,"{""all_reduce:16760832"":97,""all_reduce:16777216"":97}","{""all_reduce:33538048"":97}",7276.49267578125,8350.1376953125,1.1475497973226472,1073.64501953125,8335.523616512874,8335.523616512874,1.0,8144.715086511792,7771.609444972025,1.0480087997449683,7344.974529977804,8144.69913358062,1.1088805141990372,7273.382713154862,8336.96861512366,1.1462298828363815
chunked_prefill,qwen3-30b-a3b,4,2048,3254779904,qwen3-30b-a3b-chunk-c1024-b4-l2048-m8-0d8dda,qwen3-30b-a3b-chunk-c2048-b4-l2048-m8-0d8dda,test,train,False,c1024,c2048,194,97,1,1,"{""all_reduce:16777216"":194}","{""all_reduce:33554432"":97}",7255.67431640625,8341.7998046875,1.149693252607183,1086.12548828125,8339.07746769683,8339.07746769683,1.0,8148.407516785191,7775.132726717653,1.0480087997449683,7346.833708772184,8146.570474082651,1.1088546164255189,7374.670205185408,8338.902770681718,1.1307492455484072
chunked_prefill,qwen3-30b-a3b,4,2049,3256369152,qwen3-30b-a3b-chunk-c1024-b4-l2049-m8-0d8dda,qwen3-30b-a3b-chunk-c2048-b4-l2049-m8-0d8dda,validation,train,False,c1024,c2048,291,194,2,2,"{""all_reduce:16384"":2,""all_reduce:16777216"":194,""fused_allreduce_residual_rmsnorm:16384"":95}","{""all_reduce:16384"":2,""all_reduce:33554432"":97,""fused_allreduce_residual_rmsnorm:16384"":95}",7919.27880859375,9026.42578125,1.1398040149129247,1107.14697265625,8342.631098100726,8342.631098100726,1.0,9244.566575773613,8821.077244793429,1.0480087997449683,8048.095252866927,8847.832018177394,1.0993696943417242,7996.0100236729,9021.538083628266,1.1282549742833237
chunked_prefill,qwen3-30b-a3b,4,4095,6507970560,qwen3-30b-a3b-chunk-c2048-b4-l4095-m8-0d8dda,qwen3-30b-a3b-chunk-c4096-b4-l4095-m8-0d8dda,train,train,False,c2048,c4096,194,97,2,1,"{""all_reduce:33538048"":97,""all_reduce:33554432"":97}","{""all_reduce:67092480"":97}",16721.39111328125,14826.00830078125,1.12784174769416,1895.3828125,15267.01474770329,15267.01474770329,1.0,15500.264597625139,14790.20462556909,1.0480087997449683,16291.269607663273,14473.598913537602,1.1255852607899441,16719.858822825052,14879.513862092332,1.1236831376205951
chunked_prefill,qwen3-30b-a3b,4,4096,6509559808,qwen3-30b-a3b-chunk-c2048-b4-l4096-m8-0d8dda,qwen3-30b-a3b-chunk-c4096-b4-l4096-m8-0d8dda,train,train,False,c2048,c4096,194,97,1,1,"{""all_reduce:33554432"":194}","{""all_reduce:67108864"":97}",16758.197265625,14931.0,1.1223760810143326,1827.197265625,15270.268550003953,15270.268550003953,1.0,15503.777315511652,14793.556427469386,1.0480087997449683,16293.140948165303,14475.828479935584,1.125541171667558,16758.311511862357,14881.909517622384,1.126086104207127
chunked_prefill,qwen3-30b-a3b,4,4097,6511149056,qwen3-30b-a3b-chunk-c2048-b4-l4097-m8-0d8dda,qwen3-30b-a3b-chunk-c4096-b4-l4097-m8-0d8dda,train,train,False,c2048,c4096,291,194,2,2,"{""all_reduce:16384"":2,""all_reduce:33554432"":194,""fused_allreduce_residual_rmsnorm:16384"":95}","{""all_reduce:16384"":2,""all_reduce:67108864"":97,""fused_allreduce_residual_rmsnorm:16384"":95}",17435.74072265625,15502.69140625,1.1246912078522655,1933.04931640625,15273.522251233115,15273.522251233115,1.0,17589.4125660719,16783.649689155533,1.0480087997449683,16994.402492260047,15177.090024030327,1.119740507920314,17427.123977234463,15496.61512015329,1.1245761633823217
chunked_prefill,qwen3-8b,1,2047,1224138752,qwen3-8b-chunk-c1024-b1-l2047-m8-9fe316,qwen3-8b-chunk-c2048-b1-l2047-m8-9fe316,train,train,False,c1024,c2048,146,73,2,1,"{""all_reduce:8380416"":73,""all_reduce:8388608"":73}","{""all_reduce:16769024"":73}",3423.7236328125,2735.03515625,1.251802421986692,688.6884765625,3551.91261069974,3551.91261069974,1.0,3225.397512420235,3077.992711835854,1.0478899121552703,3543.068091216756,2763.8307929863195,1.2819410291714965,3423.349695848049,2734.2548543692774,1.252022901368398
chunked_prefill,qwen3-8b,1,2048,1224736768,qwen3-8b-chunk-c1024-b1-l2048-m8-9fe316,qwen3-8b-chunk-c2048-b1-l2048-m8-9fe316,test,test,True,c1024,c2048,146,73,1,1,"{""all_reduce:8388608"":146}","{""all_reduce:16777216"":73}",3434.44384765625,2743.62353515625,1.2517912183096422,690.8203125,3553.426968934593,3553.426968934593,1.0,3226.859755762836,3079.388128783416,1.0478899121552703,3543.808831342837,2764.5302100019044,1.2818846466287652,3406.014233002245,2735.013338777027,1.2453373388391806
chunked_prefill,qwen3-8b,1,2049,1225334784,qwen3-8b-chunk-c1024-b1-l2049-m8-9fe316,qwen3-8b-chunk-c2048-b1-l2049-m8-9fe316,validation,train,False,c1024,c2048,219,146,2,2,"{""all_reduce:8192"":73,""all_reduce:8388608"":146}","{""all_reduce:8192"":73,""all_reduce:16777216"":73}",3808.0791015625,3139.998046875,1.2127647994406843,668.0810546875,3554.941233091176,3554.941233091176,1.0,3655.460138575893,3488.400924728285,1.047889912155272,4101.845030693704,3322.5664093527707,1.2345411724946485,3835.8496160379273,3138.477799657017,1.2222006529589349
chunked_prefill,qwen3-8b,1,4095,2448875520,qwen3-8b-chunk-c2048-b1-l4095-m8-9fe316,qwen3-8b-chunk-c4096-b1-l4095-m8-9fe316,train,validation,False,c2048,c4096,146,73,2,1,"{""all_reduce:16769024"":73,""all_reduce:16777216"":73}","{""all_reduce:33546240"":73}",5491.6533203125,6303.0419921875,1.1477494343777745,811.388671875,6505.542386158095,6505.542386158095,1.0,6138.276702398989,5857.749589147151,1.047889912155272,5528.361002988224,6130.22009298585,1.1088675449509005,5491.317090054139,6287.219877022278,1.1449384134836569
chunked_prefill,qwen3-8b,1,4096,2449473536,qwen3-8b-chunk-c2048-b1-l4096-m8-9fe316,qwen3-8b-chunk-c4096-b1-l4096-m8-9fe316,validation,train,False,c2048,c4096,146,73,1,1,"{""all_reduce:16777216"":146}","{""all_reduce:33554432"":73}",5501.34375,6284.48095703125,1.1423538034741512,783.13720703125,6506.928888308493,6506.928888308493,1.0,6139.667777643135,5859.07709046958,1.047889912155272,5529.060420003809,6130.9241712168405,1.1088546164255186,5539.683605518222,6287.9893047382975,1.1350809455028568
chunked_prefill,qwen3-8b,1,4097,2450071552,qwen3-8b-chunk-c2048-b1-l4097-m8-9fe316,qwen3-8b-chunk-c4096-b1-l4097-m8-9fe316,train,train,False,c2048,c4096,219,146,2,2,"{""all_reduce:8192"":73,""all_reduce:16777216"":146}","{""all_reduce:8192"":73,""all_reduce:33554432"":73}",5866.7724609375,6682.6064453125,1.1390601032862677,815.833984375,6508.315347390553,6508.315347390553,1.0,6955.15532870366,6637.29581516678,1.0478899121552703,6087.096619354675,6688.960370567706,1.0988753405522318,5867.718356577381,6679.915360640528,1.138417857624799
chunked_prefill,qwen3-8b,4,2047,4896555008,qwen3-8b-chunk-c1024-b4-l2047-m8-0d8dda,qwen3-8b-chunk-c2048-b4-l2047-m8-0d8dda,train,train,False,c1024,c2048,146,73,2,1,"{""all_reduce:33521664"":73,""all_reduce:33554432"":73}","{""all_reduce:67076096"":73}",12741.3173828125,11276.11181640625,1.1299389000625588,1465.20556640625,11910.215100218387,11910.215100218387,1.0,11676.50336518721,11142.872194629002,1.0478899121552723,12259.030997431159,10890.823944234127,1.1256293426652437,12745.01497661067,11267.956761378267,1.131084831661329
chunked_prefill,qwen3-8b,4,2048,4898947072,qwen3-8b-chunk-c1024-b4-l2048-m8-0d8dda,qwen3-8b-chunk-c2048-b4-l2048-m8-0d8dda,train,train,False,c1024,c2048,146,73,1,1,"{""all_reduce:33554432"":146}","{""all_reduce:67108864"":73}",12814.82080078125,11237.298828125,1.1403826664027112,1577.52197265625,11915.293021412837,11915.293021412837,1.0,11681.796941949504,11147.923848148032,1.047889912155272,12261.848342433681,10894.180196240182,1.1255411716675578,12812.569912782767,11271.452245517405,1.1367275160020534
chunked_prefill,qwen3-8b,4,2049,4901339136,qwen3-8b-chunk-c1024-b4-l2049-m8-0d8dda,qwen3-8b-chunk-c2048-b4-l2049-m8-0d8dda,train,train,False,c1024,c2048,219,146,2,2,"{""all_reduce:32768"":73,""all_reduce:33554432"":146}","{""all_reduce:32768"":73,""all_reduce:67108864"":73}",13061.9296875,11715.0380859375,1.1149711671171845,1346.8916015625,11920.370627145687,11920.370627145687,1.0,12164.729018815166,11608.785310085765,1.0478899121552705,12803.076433912496,11435.408287718998,1.1195994154106679,13063.685921171653,11717.095891584473,1.1149252376226038
chunked_prefill,qwen3-8b,4,4095,9795502080,qwen3-8b-chunk-c2048-b4-l4095-m8-0d8dda,qwen3-8b-chunk-c4096-b4-l4095-m8-0d8dda,validation,test,False,c2048,c4096,146,73,2,1,"{""all_reduce:67076096"":73,""all_reduce:67108864"":73}","{""all_reduce:134184960"":73}",22916.4853515625,21303.6640625,1.0757062862205702,1612.8212890625,21814.27801743894,21814.27801743894,1.0,22221.635725951615,21206.078489911928,1.047889912155272,21785.00414047431,19961.609009051466,1.091345098012692,23244.920824594912,21377.647769233376,1.0873469838926295
chunked_prefill,qwen3-8b,4,4096,9797894144,qwen3-8b-chunk-c2048-b4-l4096-m8-0d8dda,qwen3-8b-chunk-c4096-b4-l4096-m8-0d8dda,train,train,False,c2048,c4096,146,73,1,1,"{""all_reduce:67108864"":146}","{""all_reduce:134217728"":73}",23035.36328125,21377.5087890625,1.077551341858679,1657.8544921875,21818.927213707917,21818.927213707917,1.0,22226.671661744425,21210.884276984052,1.0478899121552705,21788.360392480365,19964.804258573513,1.0913385430825728,22997.272164630467,21381.423335703457,1.0755725567730943
chunked_prefill,qwen3-8b,4,4097,9800286208,qwen3-8b-chunk-c2048-b4-l4097-m8-0d8dda,qwen3-8b-chunk-c4096-b4-l4097-m8-0d8dda,train,validation,False,c2048,c4096,219,146,2,2,"{""all_reduce:32768"":73,""all_reduce:67108864"":146}","{""all_reduce:32768"":73,""all_reduce:134217728"":73}",23635.0869140625,21858.9111328125,1.0812563704778402,1776.17578125,21823.576265561005,21823.576265561005,1.0,23145.53480931995,22087.754200930158,1.0478899121552723,22329.58848395918,20506.03235005233,1.0889277897731493,23619.30425887298,21885.63048032194,1.0792151626661997
mixed_decode,deepseek-v2-lite,8,512,55869440,deepseek-v2-lite-mixed-balanced,deepseek-v2-lite-mixed-bimodal,train,test,False,balanced,bimodal,3465,3465,3,3,"{""all_reduce:8192"":1760,""all_reduce:16384"":880,""all_reduce:32768"":825}","{""all_reduce:12288"":2640,""all_reduce:24576"":440,""all_reduce:32768"":385}",21891.82373046875,22109.64501953125,1.00994989233169,217.8212890625,25991.447283135814,25991.447283135814,1.0,27868.140881915464,27868.140881915464,1.0,21891.82373046875,21630.73478517223,1.0120702762938731,21550.132740690788,18045.747949728735,1.194194488403831
mixed_decode,deepseek-v2-lite,8,512,55869440,deepseek-v2-lite-mixed-balanced,deepseek-v2-lite-mixed-staircase,train,validation,False,balanced,staircase,3465,3465,3,6,"{""all_reduce:8192"":1760,""all_reduce:16384"":880,""all_reduce:32768"":825}","{""all_reduce:4096"":880,""all_reduce:8192"":440,""all_reduce:12288"":440,""all_reduce:16384"":440,""all_reduce:20480"":440,""all_reduce:32768"":825}",21891.82373046875,21084.54296875,1.0382877998785767,807.28076171875,25991.447283135814,25991.447283135814,1.0,27868.140881915464,27868.140881915464,1.0,21891.82373046875,21823.76177522958,1.0031187086781905,21550.132740690788,22408.478133425135,1.039830167315565
mixed_decode,deepseek-v2-lite,8,512,55869440,deepseek-v2-lite-mixed-bimodal,deepseek-v2-lite-mixed-staircase,test,validation,False,bimodal,staircase,3465,3465,3,6,"{""all_reduce:12288"":2640,""all_reduce:24576"":440,""all_reduce:32768"":385}","{""all_reduce:4096"":880,""all_reduce:8192"":440,""all_reduce:12288"":440,""all_reduce:16384"":440,""all_reduce:20480"":440,""all_reduce:32768"":825}",22109.64501953125,21084.54296875,1.0486186516966758,1025.10205078125,25991.447283135814,25991.447283135814,1.0,27868.140881915464,27868.140881915464,1.0,21630.73478517223,21823.76177522958,1.0089237370794113,18045.747949728735,22408.478133425135,1.241759454684281
mixed_decode,qwen3-30b-a3b,8,512,98533376,qwen3-30b-a3b-mixed-balanced,qwen3-30b-a3b-mixed-bimodal,validation,test,False,balanced,bimodal,6111,6111,3,3,"{""all_reduce:8192"":64,""all_reduce:16384"":32,""all_reduce:32768"":30,""fused_allreduce_residual_rmsnorm:8192"":3040,""fused_allreduce_residual_rmsnorm:16384"":1520,""fused_allreduce_residual_rmsnorm:32768"":1425}","{""all_reduce:12288"":96,""all_reduce:24576"":16,""all_reduce:32768"":14,""fused_allreduce_residual_rmsnorm:12288"":4560,""fused_allreduce_residual_rmsnorm:24576"":760,""fused_allreduce_residual_rmsnorm:32768"":665}",44370.80615234375,42279.43701171875,1.0494653970923342,2091.369140625,29027.190281089486,29027.190281089486,1.0,30445.509021990598,30445.509021990598,1.0,38609.21639737216,38148.750439303745,1.0120702762938734,41496.919328414224,34102.27931089482,1.2168371195985426
mixed_decode,qwen3-30b-a3b,8,512,98533376,qwen3-30b-a3b-mixed-balanced,qwen3-30b-a3b-mixed-staircase,validation,train,False,balanced,staircase,6111,6111,3,6,"{""all_reduce:8192"":64,""all_reduce:16384"":32,""all_reduce:32768"":30,""fused_allreduce_residual_rmsnorm:8192"":3040,""fused_allreduce_residual_rmsnorm:16384"":1520,""fused_allreduce_residual_rmsnorm:32768"":1425}","{""all_reduce:4096"":32,""all_reduce:8192"":16,""all_reduce:12288"":16,""all_reduce:16384"":16,""all_reduce:20480"":16,""all_reduce:32768"":30,""fused_allreduce_residual_rmsnorm:4096"":1520,""fused_allreduce_residual_rmsnorm:8192"":760,""fused_allreduce_residual_rmsnorm:12288"":760,""fused_allreduce_residual_rmsnorm:16384"":760,""fused_allreduce_residual_rmsnorm:20480"":760,""fused_allreduce_residual_rmsnorm:32768"":1425}",44370.80615234375,44112.15478515625,1.0058634942783284,258.6513671875,29027.190281089486,29027.190281089486,1.0,30445.509021990598,30445.509021990598,1.0,38609.21639737216,38489.17985813217,1.0031187086781905,41496.919328414224,43333.86317317688,1.044266993176644
