window_id,source,segment,source_split,cutoff_ms,history_seconds,history_count,normality_distance,normality_pool_quantile,selection_cluster,selection_cluster_members,selection_distance_to_medoid_mean,role_order_sha256,role,profile_id
burstgpt_2-10210814000,burstgpt,burstgpt_2,test,10210814000,300,34,4.588895466933942,0.95,6,4,170.92085042492857,8b42d14c9c192594ca3570a9b659c406a7ea0abaf4023e8607d17bc8b983dfea,development_validation,phase33_burstgpt_2_development_validation_02
burstgpt_2-10335914000,burstgpt,burstgpt_2,test,10335914000,300,55,4.684240599255854,0.95,9,2,205.46508110267868,c8bbebc05a620fe83e626de63cd0f3dd40c2a5852d0f48e4104ecbca4e0cc2f6,blind_confirmation,phase33_burstgpt_2_blind_confirmation_01
burstgpt_2-10343414000,burstgpt,burstgpt_2,test,10343414000,300,127,4.638498262548832,0.95,2,19,241.94065642158904,1bc81c90d08fb90a6aa65741fc6eaad13f684c8f6a5ecb5a5c8f09c3ad0c9184,development_train,phase33_burstgpt_2_development_train_03
burstgpt_2-10358114000,burstgpt,burstgpt_2,test,10358114000,300,149,3.90186761363226,0.95,12,9,262.16356494758674,73bb1611257e1135f525a1948d64beba91e879da251ec0ff409550d587b693e5,development_train,phase33_burstgpt_2_development_train_11
burstgpt_2-10443614000,burstgpt,burstgpt_2,test,10443614000,300,57,3.830969102642989,0.95,11,8,290.99504998973543,1fe211a8d103dbe831bc93766f9b6b7cedc5b4dbc3cbdb09a8e86b8be5f8f466,development_train,phase33_burstgpt_2_development_train_05
burstgpt_3-21634610000,burstgpt,burstgpt_3,temporal_test,21634610000,300,1231,3.0093297789415576,0.95,4,832,18.969117301636597,47277d19c3bf49066f1bd67bbbc441a60f9727778f335b62c96ba3d02b145302,development_train,phase33_burstgpt_3_development_train_05
burstgpt_3-22513910000,burstgpt,burstgpt_3,temporal_test,22513910000,300,125,2.440040366398054,0.95,17,264,32.84826703577264,d292d7b7336a29af4f81d8096c9540f22151859e5c1beb53afa604088b1524a4,development_validation,phase33_burstgpt_3_development_validation_03
burstgpt_3-23363810000,burstgpt,burstgpt_3,temporal_test,23363810000,300,52,3.6486674023955223,0.95,1,96,90.93300515992281,69a77fba7eb83d6f8e57aec3bc9daf180fbc08b78d9798373e9c8485a61d5991,development_train,phase33_burstgpt_3_development_train_08
burstgpt_3-23490710000,burstgpt,burstgpt_3,temporal_test,23490710000,300,46,1.5073283946507818,0.95,15,230,62.24160985790503,27bc36982af48329c1df810a487c50bc1af158f5491c3c46d2bf3a46b9dbdd23,development_train,phase33_burstgpt_3_development_train_04
burstgpt_3-23561510000,burstgpt,burstgpt_3,temporal_test,23561510000,300,251,0.38538401856701926,0.95,0,5371,39.135406814261906,8e731e2717912be7aa8c49d00ed2f53ed5381f7b5ddce9c02190c341292a4b89,development_train,phase33_burstgpt_3_development_train_10
burstgpt_3-24693710000,burstgpt,burstgpt_3,temporal_test,24693710000,300,416,1.6487855793171706,0.95,9,1272,38.80621070383276,fb300f5df98ef4153aaecce7bd1bda22f6cc408badbb47dc8a9b68f9b7337556,blind_confirmation,phase33_burstgpt_3_blind_confirmation_02
burstgpt_3-26144810000,burstgpt,burstgpt_3,temporal_test,26144810000,300,32,1.6803097288922182,0.95,16,276,78.79012284696745,5ff4512959e29ea974cfe9eef86aa7a6f2023a6bc8146f957080862ba387ffcd,development_train,phase33_burstgpt_3_development_train_07
burstgpt_3-26478710000,burstgpt,burstgpt_3,temporal_test,26478710000,300,32,2.9883605129338595,0.95,6,77,96.49698814427724,4eb17f0f561bc04e2cef52dc7ee25a57e646702ab8a6791a94793d5870c72234,development_train,phase33_burstgpt_3_development_train_06
burstgpt_3-26650010000,burstgpt,burstgpt_3,temporal_test,26650010000,300,41,3.4212346888613507,0.95,3,69,97.96954791725216,ff974ff3e6143da6a93d9da6174b87f17aaec3fa11099b6f1e4cf0225738fcef,blind_confirmation,phase33_burstgpt_3_blind_confirmation_03
burstgpt_3-26837810000,burstgpt,burstgpt_3,temporal_test,26837810000,300,46,4.002908058024944,0.95,2,66,90.09924425595766,ac44e4b44db248016f8ab0e85e6c36fa41bece7ae271b0c4a64bd0b284e6cd4b,development_train,phase33_burstgpt_3_development_train_12
burstgpt_3-26937110000,burstgpt,burstgpt_3,temporal_test,26937110000,300,356,0.962669822024345,0.95,8,1847,25.605925620803664,a6a156e11106419bdaffbeb236a30aef77733d18c4f5f72a09167e0381e0d948,development_train,phase33_burstgpt_3_development_train_11
burstgpt_3-27803510000,burstgpt,burstgpt_3,temporal_test,27803510000,300,35,1.9752418227304755,0.95,10,252,71.54313332162491,b7b7fb7f903115b772f3651815605d991b6004aa70478fe23b0fc64e67e73a25,development_validation,phase33_burstgpt_3_development_validation_02
burstgpt_3-27853910000,burstgpt,burstgpt_3,temporal_test,27853910000,300,44,3.479384953137612,0.95,5,71,81.04635836721037,af4299891f2b60773fb8ae22c7c18b71ba7a83e76141f19ef48c5d02dc6c2879,development_validation,phase33_burstgpt_3_development_validation_01
burstgpt_3-27856010000,burstgpt,burstgpt_3,temporal_test,27856010000,300,52,2.1320833754119417,0.95,14,350,86.89386453977968,d8095913d94888cf94155e2f15b29a5f2d5f8e63f3c35e67206e3a7240444054,blind_confirmation,phase33_burstgpt_3_blind_confirmation_01
burstgpt_3-27924110000,burstgpt,burstgpt_3,temporal_test,27924110000,300,36,2.7414853054020427,0.95,7,288,71.92939224030255,078c6ba8acb5553805fda65f9374d62723541127d53497477eac6561e9f9aac7,development_train,phase33_burstgpt_3_development_train_01
burstgpt_3-28207910000,burstgpt,burstgpt_3,temporal_test,28207910000,300,50,2.0329829901333887,0.95,11,377,55.94653109209851,1e75b4c52dbad1b4ac4c73bfda577cdae9554c34b911965fedfd25ba95c3313d,development_train,phase33_burstgpt_3_development_train_03
burstgpt_3-28621610000,burstgpt,burstgpt_3,temporal_test,28621610000,300,45,3.9268656983712207,0.95,12,211,62.15676659536708,79895eec83f10417f424c8cfe9688b4bf08c0ba81143d2865c5d412d69ed7ed6,development_train,phase33_burstgpt_3_development_train_09
burstgpt_3-28913510000,burstgpt,burstgpt_3,temporal_test,28913510000,300,32,1.7324288388120264,0.95,13,377,73.89603788702648,109adbf04b3d73e1510c7e8a780f995b1cf81d3db4c5c510f91e79171d64c49e,development_train,phase33_burstgpt_3_development_train_02
